,state_code,state_name,district_name,district_code,Dist2011,num_blocks
504,31,UTTAR PRADESH,KANNAUJ,3168,160,8
505,31,UTTAR PRADESH,KANPUR DEHAT,3136,163,10
506,31,UTTAR PRADESH,KANPUR NAGAR,3137,164,10
507,31,UTTAR PRADESH,KANSHIRAM NAGAR,3180,202,7
508,31,UTTAR PRADESH,KAUSHAMBI,3170,174,8
509,31,UTTAR PRADESH,KHERI,3128,153,15
510,31,UTTAR PRADESH,KUSHI NAGAR,3172,189,14
511,31,UTTAR PRADESH,LALITPUR,3140,167,6
512,31,UTTAR PRADESH,LUCKNOW,3132,157,8
513,31,UTTAR PRADESH,MAHAMAYA NAGAR,3166,144,7
514,31,UTTAR PRADESH,MAHARAJGANJ,3152,187,12
515,31,UTTAR PRADESH,MAHOBA,3179,169,4
516,31,UTTAR PRADESH,MAINPURI,3123,148,8
517,31,UTTAR PRADESH,MATHURA,3119,145,10
518,31,UTTAR PRADESH,MAU,3156,192,9
519,31,UTTAR PRADESH,MEERUT,3115,138,12
520,31,UTTAR PRADESH,MIRZAPUR,3162,199,12
521,31,UTTAR PRADESH,MORADABAD,3110,135,7
522,31,UTTAR PRADESH,MUZAFFARNAGAR,3114,133,9
523,31,UTTAR PRADESH,PILIBHIT,3126,151,7
524,31,UTTAR PRADESH,PRATAPGARH,3144,173,17
525,31,UTTAR PRADESH,RAE BARELI,3133,158,18
526,31,UTTAR PRADESH,RAMPUR,3111,136,6
527,31,UTTAR PRADESH,SAHARANPUR,3112,132,11
528,31,UTTAR PRADESH,SANT KABEER NAGAR,3174,186,9
529,31,UTTAR PRADESH,SANT RAVIDAS NAGAR,3173,198,6
530,31,UTTAR PRADESH,SHAHJAHANPUR,3127,152,15
531,31,UTTAR PRADESH,SHRAVASTI,3176,181,5
532,31,UTTAR PRADESH,SIDDHARTH NAGAR,3151,184,14
533,31,UTTAR PRADESH,SITAPUR,3129,154,19
534,31,UTTAR PRADESH,SONBHADRA,3163,200,8
535,31,UTTAR PRADESH,SULTANPUR,3150,179,14
536,31,UTTAR PRADESH,UNNAO,3131,156,16
537,31,UTTAR PRADESH,VARANASI,3161,197,8
538,32,WEST BENGAL,24 PARGANAS NORTH,3215,337,22
539,32,WEST BENGAL,24 PARGANAS SOUTH,3216,343,29
540,32,WEST BENGAL,BANKURA,3213,339,22
541,32,WEST BENGAL,BIRBHUM,3203,334,19
542,32,WEST BENGAL,COOCHBEHAR,3208,329,12
543,32,WEST BENGAL,DARJEELING(GTA),3219,327,8
544,32,WEST BENGAL,DINAJPUR DAKSHIN,3217,331,8
545,32,WEST BENGAL,DINAJPUR UTTAR,3218,330,9
546,32,WEST BENGAL,HOOGHLY,3206,338,18
547,32,WEST BENGAL,HOWRAH,3205,341,14
548,32,WEST BENGAL,JALPAIGURI,3207,328,13
549,32,WEST BENGAL,MALDAH,3209,332,15
550,32,WEST BENGAL,MURSHIDABAD,3212,333,26
551,32,WEST BENGAL,NADIA,3201,336,17
552,32,WEST BENGAL,PASCHIM MEDINIPUR,3210,344,29
553,32,WEST BENGAL,PURBA MEDINIPUR,3211,345,25
554,32,WEST BENGAL,PURULIA,3214,340,20
555,33,CHHATTISGARH,BASTAR,3311,414,7
556,33,CHHATTISGARH,BIJAPUR,3317,417,4
557,33,CHHATTISGARH,BILASPUR,3301,406,7
558,33,CHHATTISGARH,DANTEWADA,3312,416,4
559,33,CHHATTISGARH,DHAMTARI,3309,412,4
560,33,CHHATTISGARH,DURG,3303,409,3
561,33,CHHATTISGARH,GARIYABAND,3320,645,5
562,33,CHHATTISGARH,JANJGIR-CHAMPA,3314,405,9
563,33,CHHATTISGARH,JASHPUR,3307,402,8
564,33,CHHATTISGARH,KANKER,3310,413,7
565,33,CHHATTISGARH,KAWARDHA,3302,407,4
566,33,CHHATTISGARH,KORBA,3308,404,5
567,33,CHHATTISGARH,KOREA,3306,400,5
568,33,CHHATTISGARH,MAHASAMUND,3315,411,5
569,33,CHHATTISGARH,NARAYANPUR,3318,415,2
570,33,CHHATTISGARH,RAIGARH,3313,403,9
571,33,CHHATTISGARH,RAIPUR,3316,410,4
572,33,CHHATTISGARH,RAJNANDAGON,3304,408,9
573,33,CHHATTISGARH,SURGUJA,3305,401,7
574,34,JHARKHAND,BOKARO,3420,355,9
575,34,JHARKHAND,CHATRA,3417,347,12
576,34,JHARKHAND,DEOGHAR,3422,350,10
577,34,JHARKHAND,DHANBAD,3421,354,8
578,34,JHARKHAND,DUMKA,3411,362,10
579,34,JHARKHAND,EAST SINGHBUM,3410,357,11
580,34,JHARKHAND,GARHWA,3407,346,19
581,34,JHARKHAND,GIRIDIH,3419,349,13
582,34,JHARKHAND,GODDA,3415,351,9
583,34,JHARKHAND,GUMLA,3403,366,12
584,34,JHARKHAND,HAZARIBAGH,3416,360,15
585,34,JHARKHAND,JAMTARA,3412,363,6
586,34,JHARKHAND,KHUNTI,3424,365,5
587,34,JHARKHAND,KODERMA,3418,348,6
588,34,JHARKHAND,LATEHAR,3406,359,9
589,34,JHARKHAND,LOHARDAGA,3402,356,7
590,34,JHARKHAND,PAKUR,3414,353,6
591,34,JHARKHAND,PALAMU,3405,358,20
592,34,JHARKHAND,RAMGARH,3423,361,6
593,34,JHARKHAND,RANCHI,3401,364,18
594,34,JHARKHAND,SAHEBGANJ,3413,352,9
595,34,JHARKHAND,SARAIKELA KHARSAWAN,3409,369,9
596,34,JHARKHAND,SIMDEGA,3404,367,10
597,34,JHARKHAND,WEST SINGHBHUM,3408,368,18
598,35,UTTARAKHAND,ALMORA,3507,64,11
599,35,UTTARAKHAND,BAGESHWAR,3512,63,3
600,35,UTTARAKHAND,CHAMOLI,3504,57,9
601,35,UTTARAKHAND,CHAMPAWAT,3510,65,4
602,35,UTTARAKHAND,DEHRADUN,3502,60,6
603,35,UTTARAKHAND,HARIDWAR,3503,68,6
604,35,UTTARAKHAND,NAINITAL,3508,66,8
605,35,UTTARAKHAND,PAURI GARHWAL,3505,61,15
606,35,UTTARAKHAND,PITHORAGARH,3511,62,8
607,35,UTTARAKHAND,RUDRA PRAYAG,3506,58,3
608,35,UTTARAKHAND,TEHRI GARWAL,3513,59,9
609,35,UTTARAKHAND,UDAM SINGH NAGAR,3509,67,7
610,35,UTTARAKHAND,UTTAR KASHI,3501,56,6
611,36,TELANGANA,ADILABAD,3619,532,52
612,36,TELANGANA,KARIMNAGAR,3620,534,57
613,36,TELANGANA,KHAMMAM,3622,541,46
614,36,TELANGANA,MAHBUBNAGAR,3614,538,64
615,36,TELANGANA,MEDAK,3617,535,46
616,36,TELANGANA,NALGONDA,3623,539,59
617,36,TELANGANA,NIZAMABAD,3618,533,36
618,36,TELANGANA,RANGAREDDI,3615,537,33
619,36,TELANGANA,WARANGAL,3621,540,49
