"","State","District","earliest_block_date","Age","Total_HHs_Mob","Total_SHGs","RF_Eligible","RF_Provided_Num","RF_Amt","CIF_Provided_Num","CIF_Amt","Total_CIS","state_code","district_code","censuscode"
"225","KERALA","KOLLAM",2013-03-21,5.1,282460,20777,20064,393,58.8,170,85.5,144.3,16,1613,600
"226","KERALA","KOTTAYAM",2013-03-21,5.1,215367,13972,13888,413,62,183,82.5,144.5,16,1610,597
"227","KERALA","KOZHIKKODE",2013-03-21,5.1,385802,23403,23361,210,30.1,167,79,109.1,16,1604,591
"228","KERALA","MALAPPURAM",2013-03-21,5.1,367053,22570,22004,131,17.1,190,89.2,106.3,16,1605,592
"229","KERALA","PALAKKAD",2013-03-21,5.1,271601,19751,19693,348,37.3,162,80,117.3,16,1606,593
"230","KERALA","PATHANAMTHITTA",2013-03-21,5.1,146445,9460,9307,491,73.7,207,103.5,177.2,16,1612,599
"231","KERALA","THIRUVANANTHAPURAM",2013-03-21,5.1,367817,23617,23432,294,43.9,109,54.5,98.4,16,1614,601
"232","KERALA","THRISSUR",2013-03-21,5.1,326717,21035,20963,131,19.4,268,134.5,153.9,16,1607,594
"233","KERALA","WAYANAD",2013-03-21,5.1,118057,9428,9524,57,8.6,98,49,57.6,16,1603,590
"234","MADHYA PRADESH","ALIRAJPUR",2014-07-01,3.8,63500,5646,4404,4104,525.9,2657,1806.8,2332.7,17,1749,465
"235","MADHYA PRADESH","ANUPPUR",2012-05-10,5.9,76291,6458,5179,4869,632.2,2957,1977.6,2609.8,17,1746,461
"236","MADHYA PRADESH","ASHOK NAGAR",2017-11-01,0.4,9762,843,92,0,0,0,0,0,17,1748,459
"237","MADHYA PRADESH","BALAGHAT",2017-02-01,1.2,62765,5283,1617,1241,155.2,0,0,155.2,17,1738,457
"238","MADHYA PRADESH","BARWANI",2015-04-01,3,100513,8529,7996,6890,846.3,4737,3261.6,4107.9,17,1742,441
"239","MADHYA PRADESH","BETUL",2017-02-01,1.2,40188,3105,1424,792,99,0,0,99,17,1731,447
"240","MADHYA PRADESH","BHIND",2017-11-01,0.4,10066,897,132,94,11.2,0,0,11.2,17,1702,420
"241","MADHYA PRADESH","BHOPAL",2017-11-01,0.4,9908,842,314,191,23,129,103.2,126.2,17,1728,444
"242","MADHYA PRADESH","CHHATARPUR",2015-10-01,2.5,66355,5561,3665,798,93.5,298,166.1,259.6,17,1708,425
"243","MADHYA PRADESH","CHHINDWARA",2017-11-01,0.4,22843,2045,183,50,5.8,0,0,5.8,17,1736,455
"244","MADHYA PRADESH","DAMOH",2015-10-01,2.5,67649,5642,3762,1699,221.4,618,381.4,602.8,17,1711,428
"245","MADHYA PRADESH","DATIA",2017-02-01,1.2,12967,1062,404,335,41.5,83,61.2,102.7,17,1704,422
"246","MADHYA PRADESH","DEWAS",2015-10-01,2.5,22392,1981,702,302,36.1,81,40.5,76.6,17,1720,437
"247","MADHYA PRADESH","DHAR",2015-04-01,3,160461,14200,12591,9773,1380.2,6916,4964,6344.2,17,1722,438
"248","MADHYA PRADESH","DINDORI",2015-04-01,3,61149,5532,5137,4289,574.6,2242,1366.4,1941,17,1745,453
"249","MADHYA PRADESH","GUNA",2015-10-01,2.5,102138,8334,5658,3185,390.3,993,536,926.3,17,1706,458
"250","MADHYA PRADESH","GWALIOR",2017-09-01,0.6,7335,645,149,0,0,0,0,0,17,1703,421
"251","MADHYA PRADESH","HARDA",2017-02-01,1.2,14091,1287,607,259,29,18,8.7,37.7,17,1743,448
"252","MADHYA PRADESH","HOSHANGABAD",2017-02-01,1.2,30476,2710,1535,701,82.9,101,62.1,145,17,1732,449
"253","MADHYA PRADESH","JABALPUR",2017-11-01,0.4,15740,1436,430,171,22.2,0,0,22.2,17,1733,451
"254","MADHYA PRADESH","JHABUA",2012-05-05,5.9,103500,9371,8259,7048,920.9,4896,2752.2,3673.1,17,1721,464
"255","MADHYA PRADESH","KATNI",2017-11-01,0.4,14803,1302,172,58,6.5,0,0,6.5,17,1744,450
"256","MADHYA PRADESH","MANDLA",2015-04-01,3,113190,9325,7010,5861,796.4,2858,2156.6,2953,17,1735,454
"257","MADHYA PRADESH","MORENA",2017-11-01,0.4,13443,1209,108,1,0.2,0,0,0.2,17,1701,419
"258","MADHYA PRADESH","NARSINGHPUR",2015-10-01,2.5,65719,5325,3787,2064,238.3,761,394.5,632.8,17,1734,452
"259","MADHYA PRADESH","PANNA",2015-10-01,2.5,54723,4770,3656,816,90.1,240,159.8,249.9,17,1709,426
"260","MADHYA PRADESH","RAISEN",2015-10-01,2.5,74590,6314,3102,2347,267.8,567,310.2,578,17,1730,446
"261","MADHYA PRADESH","RAJGARH",2015-10-01,2.5,114690,9321,6307,2341,268.7,878,535.9,804.6,17,1726,442
"262","MADHYA PRADESH","REWA",2015-10-01,2.5,138056,10971,6603,1709,214.1,423,284.9,499,17,1713,430
"263","MADHYA PRADESH","SAGAR",2015-10-01,2.5,122271,9848,6380,3547,465.8,1593,866.2,1332,17,1710,427
"264","MADHYA PRADESH","SATNA",2017-11-01,0.4,14212,1275,200,107,12.5,0,0,12.5,17,1712,429
"265","MADHYA PRADESH","SEHORE",2015-10-01,2.5,24227,2109,771,299,34,61,44,78,17,1729,445
"266","MADHYA PRADESH","SEONI",2017-11-01,0.4,15017,841,349,266,34.4,0,0,34.4,17,1737,456
"267","MADHYA PRADESH","SHAHDOL",2012-05-04,5.9,124866,10637,9415,7335,955.7,5039,2376.9,3332.6,17,1714,460
"268","MADHYA PRADESH","SHAJAPUR",2015-10-01,2.5,21716,1783,891,573,66.3,166,84,150.3,17,1719,436
"269","MADHYA PRADESH","SHEOPUR",2012-05-08,5.9,56860,5007,3783,3036,452.7,2532,1574.8,2027.5,17,1739,418
"270","MADHYA PRADESH","SHIVPURI",2015-10-01,2.5,99180,8250,5210,3095,379,814,630.1,1009.1,17,1705,423
"271","MADHYA PRADESH","SIDHI",2015-10-01,2.5,64652,5295,2440,1564,234.5,583,402.4,636.9,17,1715,462
"272","MADHYA PRADESH","SINGROLI",2015-10-01,2.5,37845,2937,1192,693,104,352,216.7,320.7,17,1750,463
"273","MADHYA PRADESH","TIKAMGARH",2009-10-13,8.5,55803,3912,3915,404,52.8,252,195.3,248.1,17,1707,424
"274","MADHYA PRADESH","UMARIA",2015-10-01,2.5,14318,1152,516,366,45.8,110,44,89.8,17,1740,431
"275","MADHYA PRADESH","VIDISHA",2015-10-01,2.5,86106,6401,2321,1477,178.6,414,260.8,439.4,17,1727,443
"276","MAHARASHTRA","BEED",2016-02-01,2.2,77268,6657,3375,2745,411.1,637,380.9,792,18,1818,523
"277","MAHARASHTRA","CHANDRAPUR",2016-02-01,2.2,90306,8282,4557,2817,414.9,583,347.1,762,18,1829,509
"278","MAHARASHTRA","GADCHIROLI",2014-01-01,4.3,80246,7286,5340,4098,607.4,1826,942,1549.4,18,1830,508
"279","MAHARASHTRA","GONDIA",2014-01-01,4.3,143385,12152,6223,4215,582.2,1258,691.8,1274,18,1833,507
"280","MAHARASHTRA","JALNA",2014-01-01,4.3,120432,10329,6786,5965,893.2,1977,1184.3,2077.5,18,1816,514
"281","MAHARASHTRA","NANDURBAR",2014-01-01,4.3,87501,8461,5245,4412,654.1,1314,692.4,1346.5,18,1831,497
"282","MAHARASHTRA","NASHIK",2017-04-01,1,3317,321,23,0,0,0,0,0,18,1806,516
"283","MAHARASHTRA","OSMANABAD",2014-01-01,4.3,95039,8445,6025,5112,706.8,406,231,937.8,18,1820,525
"284","MAHARASHTRA","RATNAGIRI",2014-01-01,4.3,83175,7587,4300,4094,607.4,971,582.1,1189.5,18,1804,528
"285","MAHARASHTRA","SINDHUDURG",2016-02-01,2.2,63044,5461,2390,1728,257.3,61,36.5,293.8,18,1805,529
"286","MAHARASHTRA","SOLAPUR",2014-01-01,4.3,143813,11934,8765,6040,895.9,2431,1247.3,2143.2,18,1813,526
"287","MAHARASHTRA","THANE",2017-04-01,1,78826,6447,5015,1884,282.6,908,489.9,772.5,18,1802,517
"288","MAHARASHTRA","WARDHA",2016-02-01,2.2,109302,9488,6160,5746,851.1,2547,1381.5,2232.6,18,1826,504
"289","MAHARASHTRA","YAVATMAL",2014-01-01,4.3,164663,13609,7091,5291,790.9,1842,1100.3,1891.2,18,1825,510
"290","MANIPUR","CHANDEL",2016-01-16,2.2,3625,323,239,145,21.8,0,0,21.8,20,2004,280
"291","MANIPUR","IMPHAL EAST",2016-02-16,2.1,11304,922,528,368,55.2,6,6.6,61.8,20,2009,278
"292","MEGHALAYA","EAST GARO HILLS",2017-12-01,0.4,826,82,1,0,0,0,0,0,21,2104,294
"293","MEGHALAYA","EAST KHASI HILLS",2017-12-01,0.4,3277,305,148,60,8.9,4,4.1,13,21,2102,298
"294","MEGHALAYA","RI BHOI",2017-12-05,0.3,3936,369,186,80,12,19,13.9,25.9,21,2107,297
"295","MEGHALAYA","SOUTH GARO HILLS",2017-12-01,0.4,1202,125,0,0,0,0,0,0,21,2106,295
"296","MEGHALAYA","WEST GARO HILLS",2014-11-13,3.4,11048,1064,482,339,50.5,44,38.6,89.1,21,2105,293
"297","MEGHALAYA","WEST JAINTIA HILLS",2017-12-05,0.3,5170,466,270,98,14.7,38,41.8,56.5,21,2108,299
"298","MEGHALAYA","WEST KHASI HILLS",2017-12-01,0.4,5642,571,368,310,45.3,105,77.6,122.9,21,2103,296
"299","MIZORAM","CHAMPHAI",2016-09-15,1.6,6757,597,308,266,39.9,179,173,212.9,22,2206,284
"300","MIZORAM","KOLASIB",2013-08-01,4.7,5679,577,559,472,69.1,325,208.9,278,22,2205,282
"301","MIZORAM","LAWNGTLAI",2016-09-15,1.6,4771,474,163,131,19.4,56,61.6,81,22,2208,287
"302","MIZORAM","MAMIT",2016-09-14,1.6,6438,627,377,295,42,164,161.1,203.1,22,2204,281
"303","MIZORAM","SAIHA",2016-09-15,1.6,4165,418,219,158,23.7,90,98,121.7,22,2203,288
"304","MIZORAM","SERCHHIP",2013-08-01,4.7,5355,622,771,635,83,344,233.6,316.6,22,2207,285
"305","NAGALAND","DIMAPUR",2016-04-01,2,7684,766,527,491,73.7,0,0,73.7,23,2308,265
"306","NAGALAND","KIPHIRE",2016-04-01,2,3990,368,240,130,19.5,58,16.2,35.7,23,2309,269
"307","NAGALAND","KOHIMA",2016-04-01,2,4908,500,416,307,46,98,30.3,76.3,23,2301,270
"308","NAGALAND","LONGLENG",2016-04-01,2,3225,282,276,243,36.5,62,31,67.5,23,2310,268
"309","NAGALAND","MOKOKCHUNG",2016-04-01,2,3552,427,353,177,26.6,100,53.5,80.1,23,2305,262
"310","NAGALAND","MON",2016-04-01,2,5484,539,396,360,54,180,54,108,23,2307,261
"311","NAGALAND","PHEK",2016-04-01,2,4181,450,329,170,25.5,0,0,25.5,23,2302,266
"312","NAGALAND","WOKHA",2016-04-01,2,4519,486,293,195,29.2,0,0,29.2,23,2304,264
"313","NAGALAND","ZUNHEBOTO",2016-04-01,2,4170,451,330,181,27.1,20,8.3,35.4,23,2303,263
"314","ODISHA","ANGUL",2009-09-01,8.6,128484,11085,6221,3298,459.6,7785,3829.4,4289,24,2421,384
"315","ODISHA","BALESHWAR",2009-09-01,8.6,140463,12956,9815,5104,689.9,7655,4719.5,5409.4,24,2405,377
"316","ODISHA","BARGARH",2018-02-01,0.2,33456,2793,987,768,108.6,113,57.9,166.5,24,2414,370
"317","ODISHA","BHADRAK",2017-04-01,1,132802,10862,10352,8287,1198.4,8161,3725.6,4924,24,2417,378
"318","ODISHA","BOLANGIR",2015-01-01,3.3,58472,5413,1808,1004,130.9,620,309.5,440.4,24,2409,393
"319","ODISHA","BOUDH",2016-07-03,1.8,38683,3515,815,602,79.7,98,35.1,114.8,24,2426,391
"320","ODISHA","CUTTACK",2009-09-01,8.6,88249,7525,4111,3254,429.7,3487,1788,2217.7,24,2406,381
"321","ODISHA","DEOGARH",2013-11-01,4.4,58457,4599,3300,2634,380.7,2126,1073.9,1454.6,24,2416,373
"322","ODISHA","DHENKANAL",2016-07-03,1.8,41988,3813,1336,307,42.2,198,102,144.2,24,2407,383
"323","ODISHA","GAJAPATI",2013-11-01,4.4,69651,5031,2400,2034,272.9,1364,689.1,962,24,2424,389
"324","ODISHA","GANJAM",2015-01-01,3.3,126178,11634,7028,3881,523.7,3817,1988.3,2512,24,2412,388
"325","ODISHA","JAGATSINGHAPUR",2009-09-01,8.6,117314,9246,6943,5016,559,8000,4526,5085,24,2419,380
"326","ODISHA","JAJPUR",2009-09-01,8.6,116099,10033,8966,7739,1082,6766,3860.6,4942.6,24,2420,382
"327","ODISHA","JHARSUGUDA",2016-07-03,1.8,20974,2002,712,573,72.8,115,57.5,130.3,24,2415,371
"328","ODISHA","KALAHANDI",2015-01-01,3.3,53272,4483,1246,603,83.6,411,210.7,294.3,24,2410,395
"329","ODISHA","KANDHAMAL",2017-04-01,1,59463,5145,3272,2187,291.1,1970,1038.7,1329.8,24,2408,390
"330","ODISHA","KENDRAPARA",2009-09-01,8.6,97295,8318,7592,6063,781.7,6016,2965.8,3747.5,24,2418,379
"331","ODISHA","KENDUJHAR",2016-07-03,1.8,53004,4740,2261,1731,249.2,94,46.8,296,24,2403,375
"332","ODISHA","KHORDHA",2009-09-01,8.6,108140,9503,6780,5089,620.1,6352,2699.3,3319.4,24,2423,386
"333","ODISHA","KORAPUT",2016-04-01,2,74058,6837,3642,3125,431.8,1893,971.2,1403,24,2411,398
"334","ODISHA","MALKANGIRI",2018-02-01,0.2,36394,3360,2188,1383,191.3,845,450.1,641.4,24,2431,399
"335","ODISHA","MAYURBHANJ",2016-04-01,2,97199,9337,5725,3258,446.4,2980,1577.5,2023.9,24,2404,376
"336","ODISHA","NABARANGAPUR",2016-04-01,2,31921,2904,644,272,40.1,175,87.5,127.6,24,2430,397
"337","ODISHA","NAYAGARH",2009-09-01,8.6,95298,8320,7086,4965,703,7181,4181.3,4884.3,24,2422,385
"338","ODISHA","NUAPADA",2015-01-01,3.3,46891,3994,1093,581,75,215,120.6,195.6,24,2428,394
"339","ODISHA","PURI",2009-09-01,8.6,131821,10579,7276,5484,670.2,6210,2353,3023.2,24,2413,387
"340","ODISHA","RAYAGADA",2013-11-01,4.4,59200,4995,3522,2541,349.9,943,477.9,827.8,24,2429,396
"341","ODISHA","SAMBALPUR",2013-11-01,4.4,66370,5898,4453,2549,324.1,2757,1435.6,1759.7,24,2401,372
"342","ODISHA","SONEPUR",2015-01-01,3.3,32762,3167,1500,859,117.8,298,142.4,260.2,24,2427,392
"343","ODISHA","SUNDARGARH",2016-04-01,2,87851,8244,4464,3204,394.2,2446,1235.7,1629.9,24,2402,374
"344","PUNJAB","AMRITSAR",2016-08-18,1.6,929,79,28,15,1.5,0,0,1.5,26,2602,49
"345","PUNJAB","BARNALA",2016-08-01,1.7,921,86,17,9,0.9,0,0,0.9,26,2621,54
"346","PUNJAB","BATHINDA",2015-04-01,3,4019,354,229,181,20.4,0,0,20.4,26,2611,46
"347","PUNJAB","FARIDKOT",2016-08-18,1.6,466,46,2,0,0,0,0,0,26,2612,45
"348","PUNJAB","FATEHGARH SAHIB",2016-08-18,1.6,903,82,34,25,2.5,0,0,2.5,26,2618,40
"349","PUNJAB","FIROZEPUR",2016-08-18,1.6,8905,826,565,519,63.3,88,66,129.3,26,2603,43
"350","PUNJAB","GURDASPUR",2017-07-01,0.8,11521,966,773,568,69.1,168,99.4,168.5,26,2601,35
"351","PUNJAB","HOSHIARPUR",2017-01-04,1.3,0,0,0,0,0,0,0,0,26,2607,38
"352","PUNJAB","JALANDHAR",2017-01-04,1.3,0,0,0,0,0,0,0,0,26,2605,37
"353","PUNJAB","KAPURTHALA",2017-01-04,1.3,372,36,24,0,0,0,0,0,26,2606,36
"354","PUNJAB","LUDHIANA",2016-08-18,1.6,522,49,7,5,0.5,0,0,0.5,26,2604,41
"355","PUNJAB","MANSA",2016-08-18,1.6,208,18,0,0,0,0,0,0,26,2617,47
"356","PUNJAB","MOGA",2017-01-04,1.3,664,52,23,0,0,0,0,0,26,2615,42
"357","PUNJAB","MUKTSAR",2015-04-01,3,3853,422,220,172,20,46,19.8,39.8,26,2616,44
"358","PUNJAB","NAWANSHAHR",2017-01-04,1.3,238,23,11,0,0,0,0,0,26,2614,39
"359","PUNJAB","PATIALA",2011-08-22,6.6,15396,1345,1099,843,107,324,157.8,264.8,26,2609,48
"360","PUNJAB","RUPNAGAR",2017-01-04,1.3,308,26,12,0,0,0,0,0,26,2608,51
"361","PUNJAB","SANGRUR",2017-06-01,0.9,13116,1066,859,646,80.2,379,220.1,300.3,26,2610,53
"362","PUNJAB","SAS NAGAR",2016-08-18,1.6,379,36,10,0,0,0,0,0,26,2619,52
"363","PUNJAB","TARAN TARAN",2017-08-20,0.6,8897,774,496,411,51.9,171,119.3,171.2,26,2620,50
"364","RAJASTHAN","AJMER",2016-04-01,2,22740,2025,1910,1696,253.3,1215,1271.1,1524.4,27,2721,119
"365","RAJASTHAN","ALWAR",2014-01-01,4.3,27819,2302,1752,1642,245.4,1370,1507,1752.4,27,2706,104
"366","RAJASTHAN","BANSWARA",2018-01-01,0.3,75487,6316,5152,4336,649.4,2601,2855.6,3505,27,2728,125
"367","RAJASTHAN","BARAN",2016-02-01,2.2,52350,4494,3841,3698,554.5,2485,2733.5,3288,27,2731,128
"368","RAJASTHAN","BARMER",2018-01-01,0.3,23456,2153,1651,1458,218.5,893,769.1,987.6,27,2717,115
"369","RAJASTHAN","BHARATPUR",2015-06-01,2.9,10776,932,743,709,106.2,406,446.6,552.8,27,2707,105
"370","RAJASTHAN","BHILWARA",2016-02-01,2.2,63246,5225,4296,4024,603.1,2703,2973.3,3576.4,27,2724,122
"371","RAJASTHAN","BIKANER",2013-01-01,5.3,25457,2264,1791,1698,254.7,1000,1092.9,1347.6,27,2703,101
"372","RAJASTHAN","BUNDI",2016-02-01,2.2,42918,3541,2991,2936,439.4,2023,2225.3,2664.7,27,2723,121
"373","RAJASTHAN","CHITTORGARH",2017-09-01,0.6,33830,2762,2439,2410,360.3,1926,2049,2409.3,27,2729,126
"374","RAJASTHAN","CHURU",2015-06-01,2.9,37520,3406,2945,2807,421.1,2075,2277,2698.1,27,2704,102
"375","RAJASTHAN","DAUSA",2012-01-01,6.3,32137,2631,2458,2082,312.3,1520,1672,1984.3,27,2711,109
"376","RAJASTHAN","DHOLPUR",2017-04-01,1,47362,3996,3321,3172,438.3,1742,1874.9,2313.2,27,2708,106
"377","RAJASTHAN","DUNGARPUR",2016-02-01,2.2,94398,7381,6664,5875,878.4,4715,5179.5,6057.9,27,2727,124
"378","RAJASTHAN","HANUMANGARH",2018-01-01,0.3,1578,125,56,30,4.5,0,0,4.5,27,2702,100
"379","RAJASTHAN","JAIPUR",2015-10-01,2.5,2482,209,189,168,25.2,105,115.5,140.7,27,2712,110
"380","RAJASTHAN","JAISALMER",2010-04-01,8,8800,796,756,752,112.8,50,55,167.8,27,2716,114
"381","RAJASTHAN","JALORE",2010-04-01,8,10454,976,897,892,133.8,53,34.4,168.2,27,2718,116
"382","RAJASTHAN","JHALAWAR",2016-02-01,2.2,59659,5053,4012,3588,536.7,2290,2499.3,3036,27,2732,129
"383","RAJASTHAN","JHUNJHUNU",2015-06-01,2.9,4025,362,405,353,53,254,278.6,331.6,27,2705,103
"384","RAJASTHAN","JODHPUR",2010-04-01,8,22857,2151,1784,1660,248.2,772,839.5,1087.7,27,2715,113
"385","RAJASTHAN","KARAULI",2017-09-01,0.6,20339,1703,1531,1209,181.3,638,701.8,883.1,27,2709,107
"386","RAJASTHAN","KOTA",2016-02-01,2.2,51598,4401,4188,3796,548.8,2768,3045.4,3594.2,27,2730,127
"387","RAJASTHAN","NAGAUR",2015-10-01,2.5,4956,384,324,321,47.5,262,287,334.5,27,2714,112
"388","RAJASTHAN","PALI",2010-04-01,8,23108,1726,1875,1576,236.4,681,708.5,944.9,27,2720,118
"389","RAJASTHAN","PRATAPGARH",2014-01-01,4.3,36829,2970,2318,2215,332.1,1655,1818.9,2151,27,2733,131
"390","RAJASTHAN","RAJSAMAND",2016-02-01,2.2,39362,3599,2632,2107,316.1,1623,1778,2094.1,27,2725,123
"391","RAJASTHAN","SAWAI MADHOPUR",2015-10-01,2.5,15193,1325,1042,1007,150.9,528,580.8,731.7,27,2710,108
"392","RAJASTHAN","SIKAR",2015-10-01,2.5,6556,597,573,503,73,289,317.9,390.9,27,2713,111
"393","RAJASTHAN","SIROHI",2010-04-01,8,15853,1248,1094,1001,149.1,483,512.3,661.4,27,2719,117
"394","RAJASTHAN","TONK",2018-01-01,0.3,34340,3051,2866,2704,404.5,2078,2281.7,2686.2,27,2722,120
"395","RAJASTHAN","UDAIPUR",2018-01-01,0.3,95517,8396,6923,6130,907.1,4161,4520.3,5427.4,27,2726,130
"396","SIKKIM","EAST DISTRICT",2016-03-01,2.1,12455,1237,1095,803,120.5,616,307.1,427.6,28,2802,244
"397","SIKKIM","NORTH DISTRICT",2016-03-01,2.1,3278,318,288,221,33.1,191,81.8,114.9,28,2801,241
"398","TAMIL NADU","ARIYALUR",2010-06-01,7.9,100603,6661,3417,3342,309.9,134,67,376.9,29,2931,616
"399","TAMIL NADU","COIMBATORE",2008-02-01,10.2,66382,5649,2451,1790,222.7,568,278.9,501.6,29,2911,632
"400","TAMIL NADU","CUDDALORE",2008-02-01,10.2,232568,15791,7694,7408,1046,6711,6629.8,7675.8,29,2903,617
"401","TAMIL NADU","DHARMAPURI",2011-06-01,6.9,79535,7189,4118,2712,395.7,1452,252.1,647.8,29,2909,630
"402","TAMIL NADU","DINDIGUL",2013-04-01,5,88238,7459,2411,2097,221.7,279,139.5,361.2,29,2922,612
"403","TAMIL NADU","ERODE",2012-04-01,6,116240,8987,1533,1231,184.7,2490,1258.6,1443.3,29,2910,610
"404","TAMIL NADU","KANCHIPURAM",2008-02-01,10.2,219569,15169,5290,5143,762.4,4848,6034.5,6796.9,29,2901,604
"405","TAMIL NADU","KANNIYAKUMARI",2013-04-01,5,81720,5191,492,324,48,143,49.5,97.5,29,2928,629
"406","TAMIL NADU","KARUR",2013-04-01,5,74903,5113,3707,1611,220.2,1088,219.1,439.3,29,2917,613
"407","TAMIL NADU","KRISHNAGIRI",2013-04-01,5,89457,7638,4047,3095,312.6,771,1094.5,1407.1,29,2930,631
"408","TAMIL NADU","MADURAI",2013-04-01,5,103907,6928,2665,1670,180.3,1023,273.9,454.2,29,2920,623
"409","TAMIL NADU","NAGAPATTINAM",2008-02-01,10.2,160784,13395,4267,3523,278.4,685,365,643.4,29,2914,618
"410","TAMIL NADU","NAMAKKAL",2008-02-01,10.2,102713,7515,6287,5841,835.5,1682,345.4,1180.9,29,2908,609
"411","TAMIL NADU","PERAMBALUR",2011-06-01,6.9,45906,3389,2892,2825,157.4,2668,1596.8,1754.2,29,2918,615
"412","TAMIL NADU","PUDUKKOTTAI",2013-04-01,5,119753,9079,2308,1414,210.4,796,242,452.4,29,2919,621
"413","TAMIL NADU","RAMANATHAPURAM",2008-02-01,10.2,77816,5903,1709,1071,160.7,787,399.8,560.5,29,2923,626
"414","TAMIL NADU","SALEM",2008-02-01,10.2,351219,10078,5473,5049,530,3083,2298.9,2828.9,29,2907,608
"415","TAMIL NADU","SIVAGANGAI",2013-04-01,5,102085,8539,4369,3213,404.4,820,140,544.4,29,2925,622
"416","TAMIL NADU","THANJAVUR",2012-04-01,6,190557,14758,3331,2491,354.4,3532,2065.7,2420.1,29,2913,620
"417","TAMIL NADU","THE NILGIRIS",2012-04-01,6,34476,2103,814,614,85.2,666,306.6,391.8,29,2912,611
"418","TAMIL NADU","THENI",2008-02-01,10.2,70949,5191,2517,2499,353.4,2107,1984.5,2337.9,29,2921,624
"419","TAMIL NADU","THIRPPUR",2013-04-01,5,62875,5494,2456,1933,255.6,304,100,355.6,29,2932,633
"420","TAMIL NADU","THOOTHUKKUDI",2008-02-01,10.2,93459,7906,4460,4106,595.2,598,119.5,714.7,29,2927,627
"421","TAMIL NADU","TIRUCHIRAPPALLI",2012-04-01,6,137744,10736,2034,1699,215.8,2357,1349,1564.8,29,2916,614
"422","TAMIL NADU","TIRUNELVELI",2008-02-01,10.2,100575,7458,4216,1093,163.4,436,161,324.4,29,2926,628
"423","TAMIL NADU","TIRUVALLUR",2008-02-01,10.2,230510,14007,7080,6708,1004.5,5888,8485.5,9490,29,2902,602
"424","TAMIL NADU","TIRUVANNAMALAI",2008-02-01,10.2,254357,17423,10933,10259,1364.2,1507,796,2160.2,29,2906,606
"425","TAMIL NADU","TIRUVARUR",2008-02-01,10.2,132631,11575,5182,5130,761.2,2692,3460,4221.2,29,2915,619
"426","TAMIL NADU","VELLORE",2008-02-01,10.2,169565,13131,955,377,56.5,484,369,425.5,29,2905,605
"427","TAMIL NADU","VILLUPURAM",2008-02-01,10.2,292769,20595,4069,3262,489.1,1535,827,1316.1,29,2904,607
"428","TAMIL NADU","VIRUDHUNAGAR",2013-04-01,5,80722,5352,3057,741,111.2,607,193,304.2,29,2924,625
"429","TRIPURA","DHALAI",2017-01-01,1.3,12238,1369,1179,1076,117.2,363,297.9,415.1,30,3004,291
"430","TRIPURA","SOUTH TRIPURA",2017-01-01,1.3,13985,1446,1389,1256,149.9,487,481.6,631.5,30,3002,290
"431","UTTAR PRADESH","AGRA",2017-02-01,1.2,31295,2421,1988,1790,265.4,1240,1364,1629.4,31,3120,146
"432","UTTAR PRADESH","ALIGARH",2017-02-01,1.2,30666,2645,1733,1630,244.3,864,948,1192.3,31,3118,143
"433","UTTAR PRADESH","ALLAHABAD",2017-09-01,0.6,40420,3457,2619,2174,322.8,1637,1679.5,2002.3,31,3145,175
"434","UTTAR PRADESH","AMBEDKAR NAGAR",2017-02-01,1.2,14922,1162,976,945,141.3,695,751.1,892.4,31,3178,178
"435","UTTAR PRADESH","AURAIYA",2017-02-01,1.2,18812,1432,1240,1063,158.3,627,686.8,845.1,31,3169,162
"436","UTTAR PRADESH","AZAMGARH",2017-02-01,1.2,20984,1553,1194,1017,152.6,532,541,693.6,31,3157,191
"437","UTTAR PRADESH","BAGHPAT",2017-02-01,1.2,18360,1624,1100,1091,160.2,786,862.8,1023,31,3165,139
"438","UTTAR PRADESH","BAHRAICH",2017-02-01,1.2,25468,2100,1805,1556,231.6,1044,1148.4,1380,31,3146,180
"439","UTTAR PRADESH","BANDA",2017-02-01,1.2,31065,2872,1756,1494,221.9,744,450.4,672.3,31,3142,170
"440","UTTAR PRADESH","BARABANKI",2017-02-01,1.2,11020,994,569,449,67.3,154,169.4,236.7,31,3148,176
"441","UTTAR PRADESH","BASTI",2017-09-01,0.6,32122,2869,2209,1895,284.2,1329,1221.8,1506,31,3153,185
"442","UTTAR PRADESH","BIJNOR",2017-02-01,1.2,29154,2498,1398,1443,208.8,662,728.2,937,31,3109,134
"443","UTTAR PRADESH","BUDAUN",2017-09-01,0.6,36461,3349,2543,2032,302.2,1002,1036.6,1338.8,31,3124,149
"444","UTTAR PRADESH","CHANDAULI",2017-09-01,0.6,30393,2596,2239,1981,295.2,1605,1577.1,1872.3,31,3171,196
"445","UTTAR PRADESH","CHITRAKOOT",2017-09-01,0.6,7596,726,475,411,60.8,19,20.9,81.7,31,3177,171
"446","UTTAR PRADESH","DEORIA",2017-02-01,1.2,23186,2263,1345,1092,162.2,656,346.9,509.1,31,3155,190
"447","UTTAR PRADESH","ETAWAH",2017-02-01,1.2,22587,1903,1384,1203,180.2,710,767.9,948.1,31,3135,161
"448","UTTAR PRADESH","FATEHPUR",2017-09-01,0.6,53845,5030,4206,2774,407.4,2053,1282.7,1690.1,31,3143,172
"449","UTTAR PRADESH","GORAKHPUR",2017-09-01,0.6,44624,4396,2832,2470,358.1,855,551.7,909.8,31,3154,188
